id,metricKey,displayName,unit,formula,aggregationPolicy,requiredFacts,implementationStatus,mvpScope,implementationTarget
KPI-35,gross_margin,Marża brutto,money,net_sales - cogs,derived,canonical_orders|canonical_refunds|product_costs,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-36,gross_margin_rate,Marża brutto procentowa,ratio,gross_margin / net_sales,ratio,canonical_orders|canonical_refunds|product_costs,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-37,marketplace_fees,Opłaty marketplace,money,SUM(posted_marketplace_fee.amount),sum,canonical_marketplace_fees,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-38,payment_fees,Opłaty płatnicze,money,SUM(settled_payment_fee.amount),sum,canonical_payment_fees,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-39,contribution_margin,Marża kontrybucyjna,money,net_sales - cogs - marketplace_fees - payment_fees - ad_spend - variable_costs,derived,orders|refunds|product_costs|fees|canonical_ad_spend,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-40,contribution_margin_rate,Marża kontrybucyjna procentowa,ratio,contribution_margin / net_sales,ratio,orders|refunds|product_costs|fees|canonical_ad_spend,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-41,new_customers,Nowi klienci,count,COUNT_DISTINCT(customer_id WHERE first_order_in_period),count_distinct,canonical_customers|canonical_orders,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-42,returning_customers,Powracający klienci,count,COUNT_DISTINCT(customer_id WHERE prior_order_before_period),count_distinct,canonical_customers|canonical_orders,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-43,active_customers,Aktywni klienci,count,COUNT_DISTINCT(customer_id WITH accepted_order_in_period),count_distinct,canonical_customers|canonical_orders,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-44,customer_retention_rate,Retencja klientów,ratio,customers_from_prior_cohort_active_now / eligible_prior_cohort,cohort_ratio,canonical_customers|canonical_orders,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-45,repeat_purchase_rate,Wskaźnik ponownych zakupów,ratio,customers_with_2plus_orders / customers_with_order,ratio,canonical_customers|canonical_orders,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-46,purchase_frequency,Częstotliwość zakupów,ratio,accepted_orders / active_customers,ratio,canonical_customers|canonical_orders,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-47,customer_lifetime_value,Wartość klienta CLV,money,average_order_value * purchase_frequency * modeled_customer_lifetime * gross_margin_rate,model,canonical_customers|canonical_orders|product_costs,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-48,customer_acquisition_cost,Koszt pozyskania klienta CAC,money,eligible_acquisition_spend / new_customers,ratio,canonical_ad_spend|new_customers|acquisition_cost_policy,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-49,marketing_efficiency_ratio,MER,ratio,revenue_after_refunds / total_marketing_spend,ratio,canonical_orders|canonical_refunds|canonical_ad_spend,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-50,sessions,Sesje,count,SUM(ga4_sessions),sum,ga4_traffic_facts,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-51,users,Użytkownicy,count,SUM(ga4_total_users DEDUPED BY GA4),provider_aggregate,ga4_traffic_facts,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-52,new_users,Nowi użytkownicy,count,SUM(ga4_new_users),provider_aggregate,ga4_traffic_facts,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-53,conversion_rate,Współczynnik konwersji,ratio,accepted_orders / eligible_sessions,ratio,canonical_orders|ga4_traffic_facts|attribution_policy,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-54,add_to_cart_rate,Dodania do koszyka,ratio,sessions_with_add_to_cart / eligible_sessions,ratio,ga4_ecommerce_events|ga4_traffic_facts,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-55,checkout_start_rate,Rozpoczęcia checkoutu,ratio,sessions_with_begin_checkout / eligible_sessions,ratio,ga4_ecommerce_events|ga4_traffic_facts,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-56,cart_abandonment_rate,Porzucenia koszyka,ratio,1 - purchases / begin_checkout_sessions,ratio,ga4_ecommerce_events|canonical_orders,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-57,revenue_per_session,Przychód na sesję,money,revenue_after_refunds / eligible_sessions,ratio,canonical_orders|canonical_refunds|ga4_traffic_facts,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
KPI-58,organic_revenue_share,Udział przychodu organicznego,ratio,revenue_attributed_to_organic / attributable_revenue,attribution_ratio,ga4_attribution_facts|canonical_orders,planned_p0,required,"packages/contracts metric catalog + backend Metric Engine; frontend, reports and AI consume snapshots only"
