screen_id,ekran,screen_document,document_type,runtime_surface,app_route,bff_route,service_route,read_operation_id,command_operation_ids,canonical_operation_id,capability_read,capability_write,contract_file,encje
30.11,Rekomendacje AI — skrót,07-centrum-dowodzenia/30-11-rekomendacje-ai-skrot.md,runtime-screen,yes,/app/command-center/rekomendacje-ai-skrot,/api/v1/command-center/rekomendacje-ai-skrot,/v1/command-center/rekomendacje-ai-skrot,command-center.ai-recommendations.read,,command-center.ai-recommendations.read,analytics.read,,25-kontrakty-domenowe-i-api/command-center.md,CommandCenterAiRecommendationsReadResponse / CommandCenterAiRecommendationsReadData; pola domenowe zgodne z contracts/api-schemas.ts
30.12,Sygnały sprzedażowe,07-centrum-dowodzenia/30-12-sygnaly-sprzedazowe.md,runtime-screen,yes,/app/command-center/sygnaly-sprzedazowe,/api/v1/command-center/sygnaly-sprzedazowe,/v1/command-center/sygnaly-sprzedazowe,command-center.sales-signals.read,,command-center.sales-signals.read,analytics.read,,25-kontrakty-domenowe-i-api/command-center.md,CommandCenterSalesSignalsReadResponse / CommandCenterSalesSignalsReadData; pola domenowe zgodne z contracts/api-schemas.ts
30.13,Waterfall,07-centrum-dowodzenia/30-13-waterfall.md,runtime-screen,yes,/app/command-center/waterfall,/api/v1/command-center/waterfall,/v1/command-center/waterfall,command-center.waterfall.read,,command-center.waterfall.read,analytics.read,,25-kontrakty-domenowe-i-api/command-center.md,CommandCenterWaterfallReadResponse / CommandCenterWaterfallReadData; pola domenowe zgodne z contracts/api-schemas.ts
30.14,Warianty Centrum Dowodzenia,07-centrum-dowodzenia/30-14-warianty-centrum-dowodzenia.md,storybook-variants,no,,,,,,,,,,Brak DTO runtime; dokument policy/variants opisuje kompozycję i warunki użycia.
31.01,Przegląd,08-kampanie-platne/31-01-przeglad.md,runtime-screen,yes,/app/campaigns/przeglad,/api/v1/campaigns/przeglad,/v1/campaigns/przeglad,campaigns.overview.read,,campaigns.overview.read,campaigns.read,,25-kontrakty-domenowe-i-api/campaigns.md,CampaignsOverviewReadResponse / CampaignsOverviewReadData; pola domenowe zgodne z contracts/api-schemas.ts
31.02,Lista kampanii,08-kampanie-platne/31-02-lista-kampanii.md,runtime-screen,yes,/app/campaigns/lista-kampanii,/api/v1/campaigns/lista-kampanii,/v1/campaigns/lista-kampanii,campaigns.list.read,,campaigns.list.read,campaigns.read,,25-kontrakty-domenowe-i-api/campaigns.md,CampaignsListReadResponse / CampaignsListReadData; pola domenowe zgodne z contracts/api-schemas.ts
31.03,Szczegóły kampanii,08-kampanie-platne/31-03-szczegoly-kampanii.md,runtime-screen,yes,/app/campaigns/szczegoly-kampanii/:resourceId,/api/v1/campaigns/szczegoly-kampanii/{resourceId},/v1/campaigns/szczegoly-kampanii/{resourceId},campaigns.detail.read,,campaigns.detail.read,campaigns.read,,25-kontrakty-domenowe-i-api/campaigns.md,CampaignsDetailReadResponse / CampaignsDetailReadData; pola domenowe zgodne z contracts/api-schemas.ts
31.04,Atrybucja i sprzedaż,08-kampanie-platne/31-04-atrybucja-i-sprzedaz.md,runtime-screen,yes,/app/campaigns/atrybucja-i-sprzedaz,/api/v1/campaigns/atrybucja-i-sprzedaz,/v1/campaigns/atrybucja-i-sprzedaz,campaigns.attribution-sales.read,,campaigns.attribution-sales.read,campaigns.read,,25-kontrakty-domenowe-i-api/campaigns.md,CampaignsAttributionSalesReadResponse / CampaignsAttributionSalesReadData; pola domenowe zgodne z contracts/api-schemas.ts
31.05,Budżet,08-kampanie-platne/31-05-budzet.md,runtime-screen,yes,/app/campaigns/budzet,/api/v1/campaigns/budzet,/v1/campaigns/budzet,campaigns.budget.read,,campaigns.budget.read,campaigns.read,,25-kontrakty-domenowe-i-api/campaigns.md,CampaignsBudgetReadResponse / CampaignsBudgetReadData; pola domenowe zgodne z contracts/api-schemas.ts
31.06,Diagnostyka,08-kampanie-platne/31-06-diagnostyka.md,runtime-screen,yes,/app/campaigns/diagnostyka,/api/v1/campaigns/diagnostyka,/v1/campaigns/diagnostyka,campaigns.diagnostics.read,,campaigns.diagnostics.read,campaigns.read,,25-kontrakty-domenowe-i-api/campaigns.md,CampaignsDiagnosticsReadResponse / CampaignsDiagnosticsReadData; pola domenowe zgodne z contracts/api-schemas.ts
31.07,Rekomendacje — kontekst domenowy,08-kampanie-platne/31-07-rekomendacje-kontekst-domenowy.md,runtime-screen,yes,/app/campaigns/rekomendacje-kontekst-domenowy,/api/v1/campaigns/rekomendacje-kontekst-domenowy,/v1/campaigns/rekomendacje-kontekst-domenowy,campaigns.recommendations.read,,campaigns.recommendations.read,campaigns.read,,25-kontrakty-domenowe-i-api/campaigns.md,CampaignsRecommendationsReadResponse / CampaignsRecommendationsReadData; pola domenowe zgodne z contracts/api-schemas.ts
31.08,Warianty kampanii,08-kampanie-platne/31-08-warianty-kampanii.md,storybook-variants,no,,,,,,,,,,Brak DTO runtime; dokument policy/variants opisuje kompozycję i warunki użycia.
32.01,Przegląd,09-zamowienia/32-01-przeglad.md,runtime-screen,yes,/app/orders/przeglad,/api/v1/orders/przeglad,/v1/orders/przeglad,orders.overview.read,,orders.overview.read,orders.read,,25-kontrakty-domenowe-i-api/orders.md,OrdersOverviewReadResponse / OrdersOverviewReadData; pola domenowe zgodne z contracts/api-schemas.ts
32.02,Lista,09-zamowienia/32-02-lista.md,runtime-screen,yes,/app/orders/lista,/api/v1/orders/lista,/v1/orders/lista,orders.list.read,,orders.list.read,orders.read,,25-kontrakty-domenowe-i-api/orders.md,OrdersListReadResponse / OrdersListReadData; pola domenowe zgodne z contracts/api-schemas.ts
32.03,Szczegóły,09-zamowienia/32-03-szczegoly.md,runtime-screen,yes,/app/orders/szczegoly/:resourceId,/api/v1/orders/szczegoly/{resourceId},/v1/orders/szczegoly/{resourceId},orders.detail.read,,orders.detail.read,orders.read,,25-kontrakty-domenowe-i-api/orders.md,OrdersDetailReadResponse / OrdersDetailReadData; pola domenowe zgodne z contracts/api-schemas.ts
32.04,Oś zdarzeń,09-zamowienia/32-04-os-zdarzen.md,runtime-screen,yes,/app/orders/os-zdarzen,/api/v1/orders/os-zdarzen,/v1/orders/os-zdarzen,orders.os-zdarzen.read,,orders.os-zdarzen.read,orders.read,,25-kontrakty-domenowe-i-api/orders.md,OrdersOsZdarzenReadResponse / OrdersOsZdarzenReadData; pola domenowe zgodne z contracts/api-schemas.ts
32.05,Porównanie źródeł,09-zamowienia/32-05-porownanie-zrodel.md,runtime-screen,yes,/app/orders/porownanie-zrodel,/api/v1/orders/porownanie-zrodel,/v1/orders/porownanie-zrodel,orders.porownanie-zrodel.read,,orders.porownanie-zrodel.read,orders.read,,25-kontrakty-domenowe-i-api/orders.md,OrdersPorownanieZrodelReadResponse / OrdersPorownanieZrodelReadData; pola domenowe zgodne z contracts/api-schemas.ts
32.06,Rekoncyliacja — skrót,09-zamowienia/32-06-rekoncyliacja-skrot.md,runtime-screen,yes,/app/orders/rekoncyliacja-skrot,/api/v1/orders/rekoncyliacja-skrot,/v1/orders/rekoncyliacja-skrot,orders.rekoncyliacja-skrot.read,,orders.rekoncyliacja-skrot.read,orders.read,,25-kontrakty-domenowe-i-api/orders.md,OrdersRekoncyliacjaSkrotReadResponse / OrdersRekoncyliacjaSkrotReadData; pola domenowe zgodne z contracts/api-schemas.ts
32.07,Eksport,09-zamowienia/32-07-eksport.md,runtime-screen,yes,/app/orders/eksport,/api/v1/orders/eksport,/v1/orders/eksport,orders.eksport.read,,orders.eksport.read,orders.read,,25-kontrakty-domenowe-i-api/orders.md,OrdersEksportReadResponse / OrdersEksportReadData; pola domenowe zgodne z contracts/api-schemas.ts
32.08,Warianty zamówień,09-zamowienia/32-08-warianty-zamowien.md,storybook-variants,no,,,,,,,,,,Brak DTO runtime; dokument policy/variants opisuje kompozycję i warunki użycia.
33.01,Przegląd,10-produkty/33-01-przeglad.md,runtime-screen,yes,/app/products/przeglad,/api/v1/products/przeglad,/v1/products/przeglad,products.overview.read,,products.overview.read,products.read,,25-kontrakty-domenowe-i-api/products.md,ProductsOverviewReadResponse / ProductsOverviewReadData; pola domenowe zgodne z contracts/api-schemas.ts
33.02,Katalog,10-produkty/33-02-katalog.md,runtime-screen,yes,/app/products/katalog,/api/v1/products/katalog,/v1/products/katalog,products.catalog.read,,products.catalog.read,products.read,,25-kontrakty-domenowe-i-api/products.md,ProductsCatalogReadResponse / ProductsCatalogReadData; pola domenowe zgodne z contracts/api-schemas.ts
33.03,Szczegóły,10-produkty/33-03-szczegoly.md,runtime-screen,yes,/app/products/szczegoly/:resourceId,/api/v1/products/szczegoly/{resourceId},/v1/products/szczegoly/{resourceId},products.detail.read,,products.detail.read,products.read,,25-kontrakty-domenowe-i-api/products.md,ProductsDetailReadResponse / ProductsDetailReadData; pola domenowe zgodne z contracts/api-schemas.ts
33.04,Mapowanie,10-produkty/33-04-mapowanie.md,runtime-screen,yes,/app/products/mapowanie,/api/v1/products/mapowanie,/v1/products/mapowanie,products.mapping.read,,products.mapping.read,products.read,,25-kontrakty-domenowe-i-api/products.md,ProductsMappingReadResponse / ProductsMappingReadData; pola domenowe zgodne z contracts/api-schemas.ts
33.05,Oferty,10-produkty/33-05-oferty.md,runtime-screen,yes,/app/products/oferty,/api/v1/products/oferty,/v1/products/oferty,products.offers.read,,products.offers.read,products.read,,25-kontrakty-domenowe-i-api/products.md,ProductsOffersReadResponse / ProductsOffersReadData; pola domenowe zgodne z contracts/api-schemas.ts
33.06,Wydajność,10-produkty/33-06-wydajnosc.md,runtime-screen,yes,/app/products/wydajnosc,/api/v1/products/wydajnosc,/v1/products/wydajnosc,products.performance.read,,products.performance.read,products.read,,25-kontrakty-domenowe-i-api/products.md,ProductsPerformanceReadResponse / ProductsPerformanceReadData; pola domenowe zgodne z contracts/api-schemas.ts
33.07,Kolejka braków,10-produkty/33-07-kolejka-brakow.md,runtime-screen,yes,/app/products/kolejka-brakow,/api/v1/products/kolejka-brakow,/v1/products/kolejka-brakow,products.gaps.queue.read,,products.gaps.queue.read,products.read,,25-kontrakty-domenowe-i-api/products.md,ProductsGapsQueueReadResponse / ProductsGapsQueueReadData; pola domenowe zgodne z contracts/api-schemas.ts
33.08,Analiza wpływu,10-produkty/33-08-analiza-wplywu.md,runtime-screen,yes,/app/products/analiza-wplywu,/api/v1/products/analiza-wplywu,/v1/products/analiza-wplywu,products.impact.read,,products.impact.read,products.read,,25-kontrakty-domenowe-i-api/products.md,ProductsImpactReadResponse / ProductsImpactReadData; pola domenowe zgodne z contracts/api-schemas.ts
33.09,Warianty produktów,10-produkty/33-09-warianty-produktow.md,storybook-variants,no,,,,,,,,,,Brak DTO runtime; dokument policy/variants opisuje kompozycję i warunki użycia.
34.01,Przegląd,11-klienci/34-01-przeglad.md,runtime-screen,yes,/app/customers/przeglad,/api/v1/customers/przeglad,/v1/customers/przeglad,customers.overview.read,,customers.overview.read,customers.read,,25-kontrakty-domenowe-i-api/customers.md,CustomersOverviewReadResponse / CustomersOverviewReadData; pola domenowe zgodne z contracts/api-schemas.ts
34.02,Segmenty,11-klienci/34-02-segmenty.md,runtime-screen,yes,/app/customers/segmenty,/api/v1/customers/segmenty,/v1/customers/segmenty,customers.segments.read,,customers.segments.read,customers.read,,25-kontrakty-domenowe-i-api/customers.md,CustomersSegmentsReadResponse / CustomersSegmentsReadData; pola domenowe zgodne z contracts/api-schemas.ts
34.03,Kohorty,11-klienci/34-03-kohorty.md,runtime-screen,yes,/app/customers/kohorty,/api/v1/customers/kohorty,/v1/customers/kohorty,customers.cohorts.read,,customers.cohorts.read,customers.read,,25-kontrakty-domenowe-i-api/customers.md,CustomersCohortsReadResponse / CustomersCohortsReadData; pola domenowe zgodne z contracts/api-schemas.ts
34.04,Szczegóły pseudonimizowane,11-klienci/34-04-szczegoly-pseudonimizowane.md,runtime-screen,yes,/app/customers/szczegoly-pseudonimizowane/:resourceId,/api/v1/customers/szczegoly-pseudonimizowane/{resourceId},/v1/customers/szczegoly-pseudonimizowane/{resourceId},customers.pseudonymized-detail.read,,customers.pseudonymized-detail.read,customers.read,,25-kontrakty-domenowe-i-api/customers.md,CustomersPseudonymizedDetailReadResponse / CustomersPseudonymizedDetailReadData; pola domenowe zgodne z contracts/api-schemas.ts
34.05,Konflikty tożsamości,11-klienci/34-05-konflikty-tozsamosci.md,runtime-screen,yes,/app/customers/konflikty-tozsamosci,/api/v1/customers/konflikty-tozsamosci,/v1/customers/konflikty-tozsamosci,customers.identity-conflicts.read,,customers.identity-conflicts.read,customers.read,,25-kontrakty-domenowe-i-api/customers.md,CustomersIdentityConflictsReadResponse / CustomersIdentityConflictsReadData; pola domenowe zgodne z contracts/api-schemas.ts
34.06,Prywatność,11-klienci/34-06-prywatnosc.md,runtime-screen,yes,/app/customers/prywatnosc,/api/v1/customers/prywatnosc,/v1/customers/prywatnosc,customers.privacy.read,,customers.privacy.read,customers.read,,25-kontrakty-domenowe-i-api/customers.md,CustomersPrivacyReadResponse / CustomersPrivacyReadData; pola domenowe zgodne z contracts/api-schemas.ts
34.07,Analiza wpływu,11-klienci/34-07-analiza-wplywu.md,runtime-screen,yes,/app/customers/analiza-wplywu,/api/v1/customers/analiza-wplywu,/v1/customers/analiza-wplywu,customers.impact.read,,customers.impact.read,customers.read,,25-kontrakty-domenowe-i-api/customers.md,CustomersImpactReadResponse / CustomersImpactReadData; pola domenowe zgodne z contracts/api-schemas.ts
34.08,Warianty klientów,11-klienci/34-08-warianty-klientow.md,storybook-variants,no,,,,,,,,,,Brak DTO runtime; dokument policy/variants opisuje kompozycję i warunki użycia.
35.01,Przegląd ruchu,12-ruch-i-lejek/35-01-przeglad-ruchu.md,runtime-screen,yes,/app/traffic/przeglad-ruchu,/api/v1/traffic/przeglad-ruchu,/v1/traffic/przeglad-ruchu,traffic.overview.read,,traffic.overview.read,traffic.read,,25-kontrakty-domenowe-i-api/traffic.md,TrafficOverviewReadResponse / TrafficOverviewReadData; pola domenowe zgodne z contracts/api-schemas.ts
35.02,Kanały,12-ruch-i-lejek/35-02-kanaly.md,runtime-screen,yes,/app/traffic/kanaly,/api/v1/traffic/kanaly,/v1/traffic/kanaly,traffic.channels.read,,traffic.channels.read,traffic.read,,25-kontrakty-domenowe-i-api/traffic.md,TrafficChannelsReadResponse / TrafficChannelsReadData; pola domenowe zgodne z contracts/api-schemas.ts
35.03,Lejek — widok,12-ruch-i-lejek/35-03-lejek-widok.md,runtime-screen,yes,/app/traffic/lejek-widok,/api/v1/traffic/lejek-widok,/v1/traffic/lejek-widok,traffic.funnel.read,,traffic.funnel.read,traffic.read,,25-kontrakty-domenowe-i-api/traffic.md,TrafficFunnelReadResponse / TrafficFunnelReadData; pola domenowe zgodne z contracts/api-schemas.ts
35.04,Lejek — szczegóły kroku,12-ruch-i-lejek/35-04-lejek-szczegoly-kroku.md,runtime-screen,yes,/app/traffic/lejek-szczegoly-kroku/:resourceId,/api/v1/traffic/lejek-szczegoly-kroku/{resourceId},/v1/traffic/lejek-szczegoly-kroku/{resourceId},traffic.funnel-step.read,,traffic.funnel-step.read,traffic.read,,25-kontrakty-domenowe-i-api/traffic.md,TrafficFunnelStepReadResponse / TrafficFunnelStepReadData; pola domenowe zgodne z contracts/api-schemas.ts
35.05,Definicje lejka,12-ruch-i-lejek/35-05-definicje-lejka.md,runtime-screen,yes,/app/traffic/definicje-lejka,/api/v1/traffic/definicje-lejka,/v1/traffic/definicje-lejka,traffic.funnel-definitions.read,,traffic.funnel-definitions.read,traffic.read,,25-kontrakty-domenowe-i-api/traffic.md,TrafficFunnelDefinitionsReadResponse / TrafficFunnelDefinitionsReadData; pola domenowe zgodne z contracts/api-schemas.ts
35.06,GA4 vs zamówienia,12-ruch-i-lejek/35-06-ga4-vs-zamowienia.md,runtime-screen,yes,/app/traffic/ga4-vs-zamowienia,/api/v1/traffic/ga4-vs-zamowienia,/v1/traffic/ga4-vs-zamowienia,traffic.ga4-orders.read,,traffic.ga4-orders.read,traffic.read,,25-kontrakty-domenowe-i-api/traffic.md,TrafficGa4OrdersReadResponse / TrafficGa4OrdersReadData; pola domenowe zgodne z contracts/api-schemas.ts
35.07,Jakość zdarzeń,12-ruch-i-lejek/35-07-jakosc-zdarzen.md,runtime-screen,yes,/app/traffic/jakosc-zdarzen,/api/v1/traffic/jakosc-zdarzen,/v1/traffic/jakosc-zdarzen,traffic.event-quality.read,,traffic.event-quality.read,traffic.read,,25-kontrakty-domenowe-i-api/traffic.md,TrafficEventQualityReadResponse / TrafficEventQualityReadData; pola domenowe zgodne z contracts/api-schemas.ts
35.08,Strony wejścia,12-ruch-i-lejek/35-08-strony-wejscia.md,runtime-screen,yes,/app/traffic/strony-wejscia,/api/v1/traffic/strony-wejscia,/v1/traffic/strony-wejscia,traffic.landing-pages.read,,traffic.landing-pages.read,traffic.read,,25-kontrakty-domenowe-i-api/traffic.md,TrafficLandingPagesReadResponse / TrafficLandingPagesReadData; pola domenowe zgodne z contracts/api-schemas.ts
35.09,Warianty ruchu,12-ruch-i-lejek/35-09-warianty-ruchu.md,storybook-variants,no,,,,,,,,,,Brak DTO runtime; dokument policy/variants opisuje kompozycję i warunki użycia.
40.01,Katalog integracji,13-integracje-i-synchronizacja/40-01-katalog-integracji.md,runtime-screen,yes,/app/integrations/katalog-integracji,/api/v1/integrations/katalog-integracji,/v1/integrations/katalog-integracji,integrations.catalog.read,,integrations.catalog.read,integrations.read,,25-kontrakty-domenowe-i-api/integrations.md,IntegrationsCatalogReadResponse / IntegrationsCatalogReadData; pola domenowe zgodne z contracts/api-schemas.ts
40.02,Kreator połączenia,13-integracje-i-synchronizacja/40-02-kreator-polaczenia.md,runtime-screen,yes,/app/integrations/kreator-polaczenia,/api/v1/integrations/kreator-polaczenia,/v1/integrations/kreator-polaczenia,integrations.connection-wizard.read,,integrations.connection-wizard.read,integrations.read,,25-kontrakty-domenowe-i-api/integrations.md,IntegrationsConnectionWizardReadResponse / IntegrationsConnectionWizardReadData; pola domenowe zgodne z contracts/api-schemas.ts
40.03,Szczegóły integracji,13-integracje-i-synchronizacja/40-03-szczegoly-integracji.md,runtime-screen,yes,/app/integrations/szczegoly-integracji/:resourceId,/api/v1/integrations/szczegoly-integracji/{resourceId},/v1/integrations/szczegoly-integracji/{resourceId},integrations.detail.read,,integrations.detail.read,integrations.read,,25-kontrakty-domenowe-i-api/integrations.md,IntegrationsDetailReadResponse / IntegrationsDetailReadData; pola domenowe zgodne z contracts/api-schemas.ts
40.04,Historia synchronizacji,13-integracje-i-synchronizacja/40-04-historia-synchronizacji.md,runtime-screen,yes,/app/integrations/historia-synchronizacji,/api/v1/integrations/historia-synchronizacji,/v1/integrations/historia-synchronizacji,integrations.sync-history.read,,integrations.sync-history.read,integrations.read,,25-kontrakty-domenowe-i-api/integrations.md,IntegrationsSyncHistoryReadResponse / IntegrationsSyncHistoryReadData; pola domenowe zgodne z contracts/api-schemas.ts
40.05,Przebieg synchronizacji,13-integracje-i-synchronizacja/40-05-przebieg-synchronizacji.md,runtime-screen,yes,/app/integrations/przebieg-synchronizacji,/api/v1/integrations/przebieg-synchronizacji,/v1/integrations/przebieg-synchronizacji,integrations.sync-run.read,,integrations.sync-run.read,integrations.read,,25-kontrakty-domenowe-i-api/integrations.md,IntegrationsSyncRunReadResponse / IntegrationsSyncRunReadData; pola domenowe zgodne z contracts/api-schemas.ts
40.06,Zakres synchronizacji,13-integracje-i-synchronizacja/40-06-zakres-synchronizacji.md,runtime-screen,yes,/app/integrations/zakres-synchronizacji,/api/v1/integrations/zakres-synchronizacji,/v1/integrations/zakres-synchronizacji,integrations.sync-scope.read,,integrations.sync-scope.read,integrations.read,,25-kontrakty-domenowe-i-api/integrations.md,IntegrationsSyncScopeReadResponse / IntegrationsSyncScopeReadData; pola domenowe zgodne z contracts/api-schemas.ts
40.07,Ponowne połączenie,13-integracje-i-synchronizacja/40-07-ponowne-polaczenie.md,runtime-screen,yes,/app/integrations/ponowne-polaczenie,/api/v1/integrations/ponowne-polaczenie,/v1/integrations/ponowne-polaczenie,integrations.reconnect.read,,integrations.reconnect.read,integrations.read,,25-kontrakty-domenowe-i-api/integrations.md,IntegrationsReconnectReadResponse / IntegrationsReconnectReadData; pola domenowe zgodne z contracts/api-schemas.ts
40.08,Odłączenie,13-integracje-i-synchronizacja/40-08-odlaczenie.md,runtime-screen,yes,/app/integrations/odlaczenie,/api/v1/integrations/odlaczenie,/v1/integrations/odlaczenie,integrations.disconnect.read,,integrations.disconnect.read,integrations.read,,25-kontrakty-domenowe-i-api/integrations.md,IntegrationsDisconnectReadResponse / IntegrationsDisconnectReadData; pola domenowe zgodne z contracts/api-schemas.ts
40.09,Awaria providera,13-integracje-i-synchronizacja/40-09-awaria-providera.md,runtime-screen,yes,/app/integrations/awaria-providera,/api/v1/integrations/awaria-providera,/v1/integrations/awaria-providera,integrations.provider-outage.read,,integrations.provider-outage.read,integrations.read,,25-kontrakty-domenowe-i-api/integrations.md,IntegrationsProviderOutageReadResponse / IntegrationsProviderOutageReadData; pola domenowe zgodne z contracts/api-schemas.ts
40.10,Warianty integracji,13-integracje-i-synchronizacja/40-10-warianty-integracji.md,storybook-variants,no,,,,,,,,,,Brak DTO runtime; dokument policy/variants opisuje kompozycję i warunki użycia.
41.01,Centrum jakości,14-jakosc-danych-i-integralnosc/41-01-centrum-jakosci.md,runtime-screen,yes,/app/data-quality/centrum-jakosci,/api/v1/data-quality/centrum-jakosci,/v1/data-quality/centrum-jakosci,data-quality.center.read,,data-quality.center.read,data-quality.read,,25-kontrakty-domenowe-i-api/data-quality.md,DataQualityCenterReadResponse / DataQualityCenterReadData; pola domenowe zgodne z contracts/api-schemas.ts
41.02,Zbiór danych,14-jakosc-danych-i-integralnosc/41-02-zbior-danych.md,runtime-screen,yes,/app/data-quality/zbior-danych,/api/v1/data-quality/zbior-danych,/v1/data-quality/zbior-danych,data-quality.dataset.read,,data-quality.dataset.read,data-quality.read,,25-kontrakty-domenowe-i-api/data-quality.md,DataQualityDatasetReadResponse / DataQualityDatasetReadData; pola domenowe zgodne z contracts/api-schemas.ts
41.03,Pochodzenie danych,14-jakosc-danych-i-integralnosc/41-03-pochodzenie-danych.md,runtime-screen,yes,/app/data-quality/pochodzenie-danych,/api/v1/data-quality/pochodzenie-danych,/v1/data-quality/pochodzenie-danych,data-quality.lineage.read,,data-quality.lineage.read,data-quality.read,,25-kontrakty-domenowe-i-api/data-quality.md,DataQualityLineageReadResponse / DataQualityLineageReadData; pola domenowe zgodne z contracts/api-schemas.ts
41.04,Nakładanie źródeł,14-jakosc-danych-i-integralnosc/41-04-nakladanie-zrodel.md,runtime-screen,yes,/app/data-quality/nakladanie-zrodel,/api/v1/data-quality/nakladanie-zrodel,/v1/data-quality/nakladanie-zrodel,data-quality.source-overlap.read,,data-quality.source-overlap.read,data-quality.read,,25-kontrakty-domenowe-i-api/data-quality.md,DataQualitySourceOverlapReadResponse / DataQualitySourceOverlapReadData; pola domenowe zgodne z contracts/api-schemas.ts
41.05,Nadrzędność źródła,14-jakosc-danych-i-integralnosc/41-05-nadrzednosc-zrodla.md,runtime-screen,yes,/app/data-quality/nadrzednosc-zrodla,/api/v1/data-quality/nadrzednosc-zrodla,/v1/data-quality/nadrzednosc-zrodla,data-quality.source-priority.read,,data-quality.source-priority.read,data-quality.read,,25-kontrakty-domenowe-i-api/data-quality.md,DataQualitySourcePriorityReadResponse / DataQualitySourcePriorityReadData; pola domenowe zgodne z contracts/api-schemas.ts
