flow_id,flow_name,step_no,step_name,surface_doc,route,ui_action,operation_id,operation_kind,event_name,fixture_id,entry_condition,success_state,recoverable_error,resume_rule,postcondition,assertion,test_id
90.05,Połączenie do pierwszych danych,4,Zakres synchronizacji,13-integracje-i-synchronizacja/40-06-zakres-synchronizacji.md,/app/integrations/zakres-synchronizacji,"Na powierzchni „Zakres synchronizacji” użytkownik uruchamia `integrations.sync-scope.read`. Odczyt zachowuje aktualny route, filtry i focus; nie emituje zdarzenia mutacji.",integrations.sync-scope.read,query,e2e_90_05_04_integrations_sync_scope_read,fixtures/e2e/90-05/04-zakres-synchronizacji.json,Warunek domenowy po czenie do pierwszych danych zakres synchronizacji: Aktor posiada `integrations.read`; fixture ładuje request `fixtures/api/integrations.sync-scope.read.request.json` i stan domeny wymagany dla kroku 4 procesu 90.05. Poprzedni krok zakończył się potwierdzonym postcondition albo jest to punkt startowy.,"Odpowiedź `IntegrationsSyncScopeReadResponse` ma operationId `integrations.sync-scope.read`, brak ApiProblem krytycznego, a UI renderuje dane kroku „Zakres synchronizacji” bez zamiany null na zero.","Odzyskanie kroku po czenie do pierwszych danych zakres synchronizacji: `INTEGRATION_FIRST_SYNC_FAILED` dla kroku 4: zachowaj niesekretne dane formularza i route `/app/integrations/zakres-synchronizacji`, pokaż correlationId oraz akcję retry tylko dla błędu oznaczonego `recoverable=true`; błąd capability kończy proces bez retry.","Reguła wznowienia po czenie do pierwszych danych zakres synchronizacji: Checkpoint `E2E_90_05_04_zakres-synchronizacji` zapisuje zakończony step_no=4, operationId i identyfikatory zasobów z response fixture. Po wznowieniu system ponownie sprawdza `integrations.read` i odczytuje aktualny stan; komendy nie są automatycznie odtwarzane bez tego samego idempotency key.","Po kroku „Zakres synchronizacji” obowiązuje domenowy warunek: operacja `integrations.sync-scope.read` jest widoczna w audycie, fixture response `fixtures/api/integrations.sync-scope.read.response.json` przechodzi walidację schema, a następna powierzchnia „Synchronizacja” jest osiągalna wyłącznie zgodnie z procesem 90.05.","Asercja domenowa po czenie do pierwszych danych zakres synchronizacji: Sprawdź operation kind `query`, capability `integrations.read`, schema request/response, expected event `e2e_90_05_04_integrations_sync_scope_read`, brak podwójnego efektu, prawidłowy focus po zmianie powierzchni oraz kod `INTEGRATION_FIRST_SYNC_FAILED` w kontrolowanym scenariuszu błędu.",E2E_90_05_04_zakres-synchronizacji
90.05,Połączenie do pierwszych danych,5,Synchronizacja,13-integracje-i-synchronizacja/40-05-przebieg-synchronizacji.md,/app/integrations/przebieg-synchronizacji,Na powierzchni „Synchronizacja” użytkownik uruchamia `integrations.sync.start`. Formularz blokuje submit do czasu walidacji; mutacja przekazuje idempotency key i po powodzeniu blokuje ponowne kliknięcie.,integrations.sync.start,command,e2e_90_05_05_integrations_sync_start,fixtures/e2e/90-05/05-synchronizacja.json,Warunek domenowy po czenie do pierwszych danych synchronizacja: Aktor posiada `integrations.write`; fixture ładuje request `fixtures/api/integrations.sync.start.request.json` i stan domeny wymagany dla kroku 5 procesu 90.05. Poprzedni krok zakończył się potwierdzonym postcondition albo jest to punkt startowy.,"Komenda zwraca applied/queued, audit event zawiera `integrations.sync.start`, a odczyt potwierdzający pokazuje zmianę wymaganą przed krokiem „Dane częściowe”.","Odzyskanie kroku po czenie do pierwszych danych synchronizacja: `INTEGRATION_FIRST_SYNC_FAILED` dla kroku 5: zachowaj niesekretne dane formularza i route `/app/integrations/przebieg-synchronizacji`, pokaż correlationId oraz akcję retry tylko dla błędu oznaczonego `recoverable=true`; błąd capability kończy proces bez retry.","Reguła wznowienia po czenie do pierwszych danych synchronizacja: Checkpoint `E2E_90_05_05_synchronizacja` zapisuje zakończony step_no=5, operationId i identyfikatory zasobów z response fixture. Po wznowieniu system ponownie sprawdza `integrations.write` i odczytuje aktualny stan; komendy nie są automatycznie odtwarzane bez tego samego idempotency key.","Po kroku „Synchronizacja” obowiązuje domenowy warunek: operacja `integrations.sync.start` jest widoczna w audycie, fixture response `fixtures/api/integrations.sync.start.response.json` przechodzi walidację schema, a następna powierzchnia „Dane częściowe” jest osiągalna wyłącznie zgodnie z procesem 90.05.","Asercja domenowa po czenie do pierwszych danych synchronizacja: Sprawdź operation kind `command`, capability `integrations.write`, schema request/response, expected event `e2e_90_05_05_integrations_sync_start`, brak podwójnego efektu, prawidłowy focus po zmianie powierzchni oraz kod `INTEGRATION_FIRST_SYNC_FAILED` w kontrolowanym scenariuszu błędu.",E2E_90_05_05_synchronizacja
90.05,Połączenie do pierwszych danych,6,Dane częściowe,14-jakosc-danych-i-integralnosc/41-01-centrum-jakosci.md,/app/data-quality/centrum-jakosci,"Na powierzchni „Dane częściowe” użytkownik uruchamia `data-quality.readiness.read`. Odczyt zachowuje aktualny route, filtry i focus; nie emituje zdarzenia mutacji.",data-quality.readiness.read,query,e2e_90_05_06_data_quality_readiness_read,fixtures/e2e/90-05/06-dane-cz-ciowe.json,Warunek domenowy po czenie do pierwszych danych dane cz ciowe: Aktor posiada `data-quality.read`; fixture ładuje request `fixtures/api/data-quality.readiness.read.request.json` i stan domeny wymagany dla kroku 6 procesu 90.05. Poprzedni krok zakończył się potwierdzonym postcondition albo jest to punkt startowy.,"Odpowiedź `DataQualityReadinessReadResponse` ma operationId `data-quality.readiness.read`, brak ApiProblem krytycznego, a UI renderuje dane kroku „Dane częściowe” bez zamiany null na zero.","Odzyskanie kroku po czenie do pierwszych danych dane cz ciowe: `INTEGRATION_FIRST_SYNC_FAILED` dla kroku 6: zachowaj niesekretne dane formularza i route `/app/data-quality/centrum-jakosci`, pokaż correlationId oraz akcję retry tylko dla błędu oznaczonego `recoverable=true`; błąd capability kończy proces bez retry.","Reguła wznowienia po czenie do pierwszych danych dane cz ciowe: Checkpoint `E2E_90_05_06_dane-czesciowe` zapisuje zakończony step_no=6, operationId i identyfikatory zasobów z response fixture. Po wznowieniu system ponownie sprawdza `data-quality.read` i odczytuje aktualny stan; komendy nie są automatycznie odtwarzane bez tego samego idempotency key.","Po kroku „Dane częściowe” obowiązuje domenowy warunek: operacja `data-quality.readiness.read` jest widoczna w audycie, fixture response `fixtures/api/data-quality.readiness.read.response.json` przechodzi walidację schema, a następna powierzchnia „Gotowość” jest osiągalna wyłącznie zgodnie z procesem 90.05.","Asercja domenowa po czenie do pierwszych danych dane cz ciowe: Sprawdź operation kind `query`, capability `data-quality.read`, schema request/response, expected event `e2e_90_05_06_data_quality_readiness_read`, brak podwójnego efektu, prawidłowy focus po zmianie powierzchni oraz kod `INTEGRATION_FIRST_SYNC_FAILED` w kontrolowanym scenariuszu błędu.",E2E_90_05_06_dane-czesciowe
90.05,Połączenie do pierwszych danych,7,Gotowość,14-jakosc-danych-i-integralnosc/41-01-centrum-jakosci.md,/app/data-quality/centrum-jakosci,"Na powierzchni „Gotowość” użytkownik uruchamia `data-quality.readiness.read`. Odczyt zachowuje aktualny route, filtry i focus; nie emituje zdarzenia mutacji.",data-quality.readiness.read,query,e2e_90_05_07_data_quality_readiness_read,fixtures/e2e/90-05/07-gotowo.json,Warunek domenowy po czenie do pierwszych danych gotowo: Aktor posiada `data-quality.read`; fixture ładuje request `fixtures/api/data-quality.readiness.read.request.json` i stan domeny wymagany dla kroku 7 procesu 90.05. Poprzedni krok zakończył się potwierdzonym postcondition albo jest to punkt startowy.,"Odpowiedź `DataQualityReadinessReadResponse` ma operationId `data-quality.readiness.read`, brak ApiProblem krytycznego, a UI renderuje dane kroku „Gotowość” bez zamiany null na zero.","Odzyskanie kroku po czenie do pierwszych danych gotowo: `INTEGRATION_FIRST_SYNC_FAILED` dla kroku 7: zachowaj niesekretne dane formularza i route `/app/data-quality/centrum-jakosci`, pokaż correlationId oraz akcję retry tylko dla błędu oznaczonego `recoverable=true`; błąd capability kończy proces bez retry.","Reguła wznowienia po czenie do pierwszych danych gotowo: Checkpoint `E2E_90_05_07_gotowosc` zapisuje zakończony step_no=7, operationId i identyfikatory zasobów z response fixture. Po wznowieniu system ponownie sprawdza `data-quality.read` i odczytuje aktualny stan; komendy nie są automatycznie odtwarzane bez tego samego idempotency key.","Po kroku „Gotowość” obowiązuje domenowy warunek: operacja `data-quality.readiness.read` jest widoczna w audycie, fixture response `fixtures/api/data-quality.readiness.read.response.json` przechodzi walidację schema, a następna powierzchnia „stan końcowy procesu” jest osiągalna wyłącznie zgodnie z procesem 90.05.","Asercja domenowa po czenie do pierwszych danych gotowo: Sprawdź operation kind `query`, capability `data-quality.read`, schema request/response, expected event `e2e_90_05_07_data_quality_readiness_read`, brak podwójnego efektu, prawidłowy focus po zmianie powierzchni oraz kod `INTEGRATION_FIRST_SYNC_FAILED` w kontrolowanym scenariuszu błędu.",E2E_90_05_07_gotowosc
90.06,Wygasły token do ponownego połączenia,1,Alert integracji,13-integracje-i-synchronizacja/40-09-awaria-providera.md,/app/integrations/awaria-providera,"Na powierzchni „Alert integracji” użytkownik uruchamia `integrations.provider-outage.read`. Odczyt zachowuje aktualny route, filtry i focus; nie emituje zdarzenia mutacji.",integrations.provider-outage.read,query,e2e_90_06_01_integrations_provider_outage_read,fixtures/e2e/90-06/01-alert-integracji.json,Warunek domenowy wygas y token do ponownego po czenia alert integracji: Aktor posiada `integrations.read`; fixture ładuje request `fixtures/api/integrations.provider-outage.read.request.json` i stan domeny wymagany dla kroku 1 procesu 90.06. Poprzedni krok zakończył się potwierdzonym postcondition albo jest to punkt startowy.,"Odpowiedź `IntegrationsProviderOutageReadResponse` ma operationId `integrations.provider-outage.read`, brak ApiProblem krytycznego, a UI renderuje dane kroku „Alert integracji” bez zamiany null na zero.","Odzyskanie kroku wygas y token do ponownego po czenia alert integracji: `INTEGRATION_TOKEN_EXPIRED` dla kroku 1: zachowaj niesekretne dane formularza i route `/app/integrations/awaria-providera`, pokaż correlationId oraz akcję retry tylko dla błędu oznaczonego `recoverable=true`; błąd capability kończy proces bez retry.","Reguła wznowienia wygas y token do ponownego po czenia alert integracji: Checkpoint `E2E_90_06_01_alert-integracji` zapisuje zakończony step_no=1, operationId i identyfikatory zasobów z response fixture. Po wznowieniu system ponownie sprawdza `integrations.read` i odczytuje aktualny stan; komendy nie są automatycznie odtwarzane bez tego samego idempotency key.","Po kroku „Alert integracji” obowiązuje domenowy warunek: operacja `integrations.provider-outage.read` jest widoczna w audycie, fixture response `fixtures/api/integrations.provider-outage.read.response.json` przechodzi walidację schema, a następna powierzchnia „Szczegóły integracji” jest osiągalna wyłącznie zgodnie z procesem 90.06.","Asercja domenowa wygas y token do ponownego po czenia alert integracji: Sprawdź operation kind `query`, capability `integrations.read`, schema request/response, expected event `e2e_90_06_01_integrations_provider_outage_read`, brak podwójnego efektu, prawidłowy focus po zmianie powierzchni oraz kod `INTEGRATION_TOKEN_EXPIRED` w kontrolowanym scenariuszu błędu.",E2E_90_06_01_alert-integracji
90.06,Wygasły token do ponownego połączenia,2,Szczegóły integracji,13-integracje-i-synchronizacja/40-03-szczegoly-integracji.md,/app/integrations/szczegoly-integracji,"Na powierzchni „Szczegóły integracji” użytkownik uruchamia `integrations.detail.read`. Odczyt zachowuje aktualny route, filtry i focus; nie emituje zdarzenia mutacji.",integrations.detail.read,query,e2e_90_06_02_integrations_detail_read,fixtures/e2e/90-06/02-szczeg-y-integracji.json,Warunek domenowy wygas y token do ponownego po czenia szczeg y integracji: Aktor posiada `integrations.read`; fixture ładuje request `fixtures/api/integrations.detail.read.request.json` i stan domeny wymagany dla kroku 2 procesu 90.06. Poprzedni krok zakończył się potwierdzonym postcondition albo jest to punkt startowy.,"Odpowiedź `IntegrationsDetailReadResponse` ma operationId `integrations.detail.read`, brak ApiProblem krytycznego, a UI renderuje dane kroku „Szczegóły integracji” bez zamiany null na zero.","Odzyskanie kroku wygas y token do ponownego po czenia szczeg y integracji: `INTEGRATION_TOKEN_EXPIRED` dla kroku 2: zachowaj niesekretne dane formularza i route `/app/integrations/szczegoly-integracji`, pokaż correlationId oraz akcję retry tylko dla błędu oznaczonego `recoverable=true`; błąd capability kończy proces bez retry.","Reguła wznowienia wygas y token do ponownego po czenia szczeg y integracji: Checkpoint `E2E_90_06_02_szczegoly-integracji` zapisuje zakończony step_no=2, operationId i identyfikatory zasobów z response fixture. Po wznowieniu system ponownie sprawdza `integrations.read` i odczytuje aktualny stan; komendy nie są automatycznie odtwarzane bez tego samego idempotency key.","Po kroku „Szczegóły integracji” obowiązuje domenowy warunek: operacja `integrations.detail.read` jest widoczna w audycie, fixture response `fixtures/api/integrations.detail.read.response.json` przechodzi walidację schema, a następna powierzchnia „Ponowne połączenie” jest osiągalna wyłącznie zgodnie z procesem 90.06.","Asercja domenowa wygas y token do ponownego po czenia szczeg y integracji: Sprawdź operation kind `query`, capability `integrations.read`, schema request/response, expected event `e2e_90_06_02_integrations_detail_read`, brak podwójnego efektu, prawidłowy focus po zmianie powierzchni oraz kod `INTEGRATION_TOKEN_EXPIRED` w kontrolowanym scenariuszu błędu.",E2E_90_06_02_szczegoly-integracji
90.06,Wygasły token do ponownego połączenia,3,Ponowne połączenie,13-integracje-i-synchronizacja/40-07-ponowne-polaczenie.md,/app/integrations/ponowne-polaczenie,Na powierzchni „Ponowne połączenie” użytkownik uruchamia `integrations.reconnect.start`. Formularz blokuje submit do czasu walidacji; mutacja przekazuje idempotency key i po powodzeniu blokuje ponowne kliknięcie.,integrations.reconnect.start,command,e2e_90_06_03_integrations_reconnect_start,fixtures/e2e/90-06/03-ponowne-po-czenie.json,Warunek domenowy wygas y token do ponownego po czenia ponowne po czenie: Aktor posiada `integrations.write`; fixture ładuje request `fixtures/api/integrations.reconnect.start.request.json` i stan domeny wymagany dla kroku 3 procesu 90.06. Poprzedni krok zakończył się potwierdzonym postcondition albo jest to punkt startowy.,"Komenda zwraca applied/queued, audit event zawiera `integrations.reconnect.start`, a odczyt potwierdzający pokazuje zmianę wymaganą przed krokiem „Ponowne uwierzytelnienie”.","Odzyskanie kroku wygas y token do ponownego po czenia ponowne po czenie: `INTEGRATION_TOKEN_EXPIRED` dla kroku 3: zachowaj niesekretne dane formularza i route `/app/integrations/ponowne-polaczenie`, pokaż correlationId oraz akcję retry tylko dla błędu oznaczonego `recoverable=true`; błąd capability kończy proces bez retry.","Reguła wznowienia wygas y token do ponownego po czenia ponowne po czenie: Checkpoint `E2E_90_06_03_ponowne-polaczenie` zapisuje zakończony step_no=3, operationId i identyfikatory zasobów z response fixture. Po wznowieniu system ponownie sprawdza `integrations.write` i odczytuje aktualny stan; komendy nie są automatycznie odtwarzane bez tego samego idempotency key.","Po kroku „Ponowne połączenie” obowiązuje domenowy warunek: operacja `integrations.reconnect.start` jest widoczna w audycie, fixture response `fixtures/api/integrations.reconnect.start.response.json` przechodzi walidację schema, a następna powierzchnia „Ponowne uwierzytelnienie” jest osiągalna wyłącznie zgodnie z procesem 90.06.","Asercja domenowa wygas y token do ponownego po czenia ponowne po czenie: Sprawdź operation kind `command`, capability `integrations.write`, schema request/response, expected event `e2e_90_06_03_integrations_reconnect_start`, brak podwójnego efektu, prawidłowy focus po zmianie powierzchni oraz kod `INTEGRATION_TOKEN_EXPIRED` w kontrolowanym scenariuszu błędu.",E2E_90_06_03_ponowne-polaczenie
90.06,Wygasły token do ponownego połączenia,4,Ponowne uwierzytelnienie,03-dostep-rejestracja-onboarding/powierzchnie-auth/auth-24-ponowne-uwierzytelnienie.md,/auth/reauthenticate,Na powierzchni „Ponowne uwierzytelnienie” użytkownik uruchamia `auth.reauthenticate`. Formularz blokuje submit do czasu walidacji; mutacja przekazuje idempotency key i po powodzeniu blokuje ponowne kliknięcie.,auth.reauthenticate,command,e2e_90_06_04_auth_reauthenticate,fixtures/e2e/90-06/04-ponowne-uwierzytelnienie.json,Warunek domenowy wygas y token do ponownego po czenia ponowne uwierzytelnienie: Aktor posiada `auth.write`; fixture ładuje request `fixtures/api/auth.reauthenticate.request.json` i stan domeny wymagany dla kroku 4 procesu 90.06. Poprzedni krok zakończył się potwierdzonym postcondition albo jest to punkt startowy.,"Komenda zwraca applied/queued, audit event zawiera `auth.reauthenticate`, a odczyt potwierdzający pokazuje zmianę wymaganą przed krokiem „Wznowienie synchronizacji”.","Odzyskanie kroku wygas y token do ponownego po czenia ponowne uwierzytelnienie: `INTEGRATION_TOKEN_EXPIRED` dla kroku 4: zachowaj niesekretne dane formularza i route `/auth/reauthenticate`, pokaż correlationId oraz akcję retry tylko dla błędu oznaczonego `recoverable=true`; błąd capability kończy proces bez retry.","Reguła wznowienia wygas y token do ponownego po czenia ponowne uwierzytelnienie: Checkpoint `E2E_90_06_04_ponowne-uwierzytelnienie` zapisuje zakończony step_no=4, operationId i identyfikatory zasobów z response fixture. Po wznowieniu system ponownie sprawdza `auth.write` i odczytuje aktualny stan; komendy nie są automatycznie odtwarzane bez tego samego idempotency key.","Po kroku „Ponowne uwierzytelnienie” obowiązuje domenowy warunek: operacja `auth.reauthenticate` jest widoczna w audycie, fixture response `fixtures/api/auth.reauthenticate.response.json` przechodzi walidację schema, a następna powierzchnia „Wznowienie synchronizacji” jest osiągalna wyłącznie zgodnie z procesem 90.06.","Asercja domenowa wygas y token do ponownego po czenia ponowne uwierzytelnienie: Sprawdź operation kind `command`, capability `auth.write`, schema request/response, expected event `e2e_90_06_04_auth_reauthenticate`, brak podwójnego efektu, prawidłowy focus po zmianie powierzchni oraz kod `INTEGRATION_TOKEN_EXPIRED` w kontrolowanym scenariuszu błędu.",E2E_90_06_04_ponowne-uwierzytelnienie
90.06,Wygasły token do ponownego połączenia,5,Wznowienie synchronizacji,13-integracje-i-synchronizacja/40-05-przebieg-synchronizacji.md,/app/integrations/przebieg-synchronizacji,Na powierzchni „Wznowienie synchronizacji” użytkownik uruchamia `integrations.sync.resume`. Formularz blokuje submit do czasu walidacji; mutacja przekazuje idempotency key i po powodzeniu blokuje ponowne kliknięcie.,integrations.sync.resume,command,e2e_90_06_05_integrations_sync_resume,fixtures/e2e/90-06/05-wznowienie-synchronizacji.json,Warunek domenowy wygas y token do ponownego po czenia wznowienie synchronizacji: Aktor posiada `integrations.write`; fixture ładuje request `fixtures/api/integrations.sync.resume.request.json` i stan domeny wymagany dla kroku 5 procesu 90.06. Poprzedni krok zakończył się potwierdzonym postcondition albo jest to punkt startowy.,"Komenda zwraca applied/queued, audit event zawiera `integrations.sync.resume`, a odczyt potwierdzający pokazuje zmianę wymaganą przed krokiem „Potwierdzenie”.","Odzyskanie kroku wygas y token do ponownego po czenia wznowienie synchronizacji: `INTEGRATION_TOKEN_EXPIRED` dla kroku 5: zachowaj niesekretne dane formularza i route `/app/integrations/przebieg-synchronizacji`, pokaż correlationId oraz akcję retry tylko dla błędu oznaczonego `recoverable=true`; błąd capability kończy proces bez retry.","Reguła wznowienia wygas y token do ponownego po czenia wznowienie synchronizacji: Checkpoint `E2E_90_06_05_wznowienie-synchronizacji` zapisuje zakończony step_no=5, operationId i identyfikatory zasobów z response fixture. Po wznowieniu system ponownie sprawdza `integrations.write` i odczytuje aktualny stan; komendy nie są automatycznie odtwarzane bez tego samego idempotency key.","Po kroku „Wznowienie synchronizacji” obowiązuje domenowy warunek: operacja `integrations.sync.resume` jest widoczna w audycie, fixture response `fixtures/api/integrations.sync.resume.response.json` przechodzi walidację schema, a następna powierzchnia „Potwierdzenie” jest osiągalna wyłącznie zgodnie z procesem 90.06.","Asercja domenowa wygas y token do ponownego po czenia wznowienie synchronizacji: Sprawdź operation kind `command`, capability `integrations.write`, schema request/response, expected event `e2e_90_06_05_integrations_sync_resume`, brak podwójnego efektu, prawidłowy focus po zmianie powierzchni oraz kod `INTEGRATION_TOKEN_EXPIRED` w kontrolowanym scenariuszu błędu.",E2E_90_06_05_wznowienie-synchronizacji
90.06,Wygasły token do ponownego połączenia,6,Potwierdzenie,13-integracje-i-synchronizacja/40-04-historia-synchronizacji.md,/app/integrations/historia-synchronizacji,"Na powierzchni „Potwierdzenie” użytkownik uruchamia `integrations.sync-history.read`. Odczyt zachowuje aktualny route, filtry i focus; nie emituje zdarzenia mutacji.",integrations.sync-history.read,query,e2e_90_06_06_integrations_sync_history_read,fixtures/e2e/90-06/06-potwierdzenie.json,Warunek domenowy wygas y token do ponownego po czenia potwierdzenie: Aktor posiada `integrations.read`; fixture ładuje request `fixtures/api/integrations.sync-history.read.request.json` i stan domeny wymagany dla kroku 6 procesu 90.06. Poprzedni krok zakończył się potwierdzonym postcondition albo jest to punkt startowy.,"Odpowiedź `IntegrationsSyncHistoryReadResponse` ma operationId `integrations.sync-history.read`, brak ApiProblem krytycznego, a UI renderuje dane kroku „Potwierdzenie” bez zamiany null na zero.","Odzyskanie kroku wygas y token do ponownego po czenia potwierdzenie: `INTEGRATION_TOKEN_EXPIRED` dla kroku 6: zachowaj niesekretne dane formularza i route `/app/integrations/historia-synchronizacji`, pokaż correlationId oraz akcję retry tylko dla błędu oznaczonego `recoverable=true`; błąd capability kończy proces bez retry.","Reguła wznowienia wygas y token do ponownego po czenia potwierdzenie: Checkpoint `E2E_90_06_06_potwierdzenie` zapisuje zakończony step_no=6, operationId i identyfikatory zasobów z response fixture. Po wznowieniu system ponownie sprawdza `integrations.read` i odczytuje aktualny stan; komendy nie są automatycznie odtwarzane bez tego samego idempotency key.","Po kroku „Potwierdzenie” obowiązuje domenowy warunek: operacja `integrations.sync-history.read` jest widoczna w audycie, fixture response `fixtures/api/integrations.sync-history.read.response.json` przechodzi walidację schema, a następna powierzchnia „stan końcowy procesu” jest osiągalna wyłącznie zgodnie z procesem 90.06.","Asercja domenowa wygas y token do ponownego po czenia potwierdzenie: Sprawdź operation kind `query`, capability `integrations.read`, schema request/response, expected event `e2e_90_06_06_integrations_sync_history_read`, brak podwójnego efektu, prawidłowy focus po zmianie powierzchni oraz kod `INTEGRATION_TOKEN_EXPIRED` w kontrolowanym scenariuszu błędu.",E2E_90_06_06_potwierdzenie
90.07,Problem danych do readiness,1,Status danych,14-jakosc-danych-i-integralnosc/41-01-centrum-jakosci.md,/app/data-quality/centrum-jakosci,"Na powierzchni „Status danych” użytkownik uruchamia `data-quality.readiness.read`. Odczyt zachowuje aktualny route, filtry i focus; nie emituje zdarzenia mutacji.",data-quality.readiness.read,query,e2e_90_07_01_data_quality_readiness_read,fixtures/e2e/90-07/01-status-danych.json,Warunek domenowy problem danych do readiness status danych: Aktor posiada `data-quality.read`; fixture ładuje request `fixtures/api/data-quality.readiness.read.request.json` i stan domeny wymagany dla kroku 1 procesu 90.07. Poprzedni krok zakończył się potwierdzonym postcondition albo jest to punkt startowy.,"Odpowiedź `DataQualityReadinessReadResponse` ma operationId `data-quality.readiness.read`, brak ApiProblem krytycznego, a UI renderuje dane kroku „Status danych” bez zamiany null na zero.","Odzyskanie kroku problem danych do readiness status danych: `DATA_READINESS_BLOCKED` dla kroku 1: zachowaj niesekretne dane formularza i route `/app/data-quality/centrum-jakosci`, pokaż correlationId oraz akcję retry tylko dla błędu oznaczonego `recoverable=true`; błąd capability kończy proces bez retry.","Reguła wznowienia problem danych do readiness status danych: Checkpoint `E2E_90_07_01_status-danych` zapisuje zakończony step_no=1, operationId i identyfikatory zasobów z response fixture. Po wznowieniu system ponownie sprawdza `data-quality.read` i odczytuje aktualny stan; komendy nie są automatycznie odtwarzane bez tego samego idempotency key.","Po kroku „Status danych” obowiązuje domenowy warunek: operacja `data-quality.readiness.read` jest widoczna w audycie, fixture response `fixtures/api/data-quality.readiness.read.response.json` przechodzi walidację schema, a następna powierzchnia „Problem jakości” jest osiągalna wyłącznie zgodnie z procesem 90.07.","Asercja domenowa problem danych do readiness status danych: Sprawdź operation kind `query`, capability `data-quality.read`, schema request/response, expected event `e2e_90_07_01_data_quality_readiness_read`, brak podwójnego efektu, prawidłowy focus po zmianie powierzchni oraz kod `DATA_READINESS_BLOCKED` w kontrolowanym scenariuszu błędu.",E2E_90_07_01_status-danych
90.07,Problem danych do readiness,2,Problem jakości,14-jakosc-danych-i-integralnosc/41-06-konflikty.md,/app/data-quality/konflikty,"Na powierzchni „Problem jakości” użytkownik uruchamia `data-quality.conflicts.read`. Odczyt zachowuje aktualny route, filtry i focus; nie emituje zdarzenia mutacji.",data-quality.conflicts.read,query,e2e_90_07_02_data_quality_conflicts_read,fixtures/e2e/90-07/02-problem-jako-ci.json,Warunek domenowy problem danych do readiness problem jako ci: Aktor posiada `data-quality.read`; fixture ładuje request `fixtures/api/data-quality.conflicts.read.request.json` i stan domeny wymagany dla kroku 2 procesu 90.07. Poprzedni krok zakończył się potwierdzonym postcondition albo jest to punkt startowy.,"Odpowiedź `DataQualityConflictsReadResponse` ma operationId `data-quality.conflicts.read`, brak ApiProblem krytycznego, a UI renderuje dane kroku „Problem jakości” bez zamiany null na zero.","Odzyskanie kroku problem danych do readiness problem jako ci: `DATA_READINESS_BLOCKED` dla kroku 2: zachowaj niesekretne dane formularza i route `/app/data-quality/konflikty`, pokaż correlationId oraz akcję retry tylko dla błędu oznaczonego `recoverable=true`; błąd capability kończy proces bez retry.","Reguła wznowienia problem danych do readiness problem jako ci: Checkpoint `E2E_90_07_02_problem-jakosci` zapisuje zakończony step_no=2, operationId i identyfikatory zasobów z response fixture. Po wznowieniu system ponownie sprawdza `data-quality.read` i odczytuje aktualny stan; komendy nie są automatycznie odtwarzane bez tego samego idempotency key.","Po kroku „Problem jakości” obowiązuje domenowy warunek: operacja `data-quality.conflicts.read` jest widoczna w audycie, fixture response `fixtures/api/data-quality.conflicts.read.response.json` przechodzi walidację schema, a następna powierzchnia „Lineage” jest osiągalna wyłącznie zgodnie z procesem 90.07.","Asercja domenowa problem danych do readiness problem jako ci: Sprawdź operation kind `query`, capability `data-quality.read`, schema request/response, expected event `e2e_90_07_02_data_quality_conflicts_read`, brak podwójnego efektu, prawidłowy focus po zmianie powierzchni oraz kod `DATA_READINESS_BLOCKED` w kontrolowanym scenariuszu błędu.",E2E_90_07_02_problem-jakosci
